,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Price,Close,High,Low,Open,Volume,MA50d,Signal,Return,Strategy
175,175,175,175,175,2023-09-14,173.70425415039062,174.060084556446,171.56927171405846,171.98440467411754,60895800,182.78042907714843,0,0.008782363848636843,0.0
176,176,176,176,176,2023-09-15,172.98269653320312,174.45544195430384,171.806494041059,174.43566940930015,109259500,182.45343444824218,0,-0.004153943268210281,-0.0
177,177,177,177,177,2023-09-18,175.90841674804688,177.30208708635865,174.1292647291417,174.43567131089117,67257600,182.20726226806642,0,0.01691336921830322,0.0
178,178,178,178,178,2023-09-19,176.99566650390625,177.54917706999674,175.07813698421282,175.46361863431386,51826900,182.02370056152344,0,0.006180771653562456,0.0
179,179,179,179,179,2023-09-20,173.45713806152344,177.61836118650515,173.36816915467014,177.18345571133617,58436200,181.7798309326172,0,-0.019992175584167327,-0.0
180,180,180,180,180,2023-09-21,171.91522216796875,174.25777881422758,171.84604087673063,172.52805046683002,63149100,181.4717596435547,0,-0.008889319348782232,-0.0
181,181,181,181,181,2023-09-22,172.76522827148438,175.02870938713053,172.03381007438438,172.64662317617766,56725400,181.16548797607422,0,0.004944332984575084,0.0
182,182,182,182,182,2023-09-25,174.0403289794922,174.92001880772483,172.13267784152856,172.18210166869468,46172700,180.8817565917969,0,0.0073805401744622134,0.0
183,183,183,183,183,2023-09-26,169.96804809570312,173.1705067749598,169.67152023376326,172.7949188930673,64588900,180.4514321899414,0,-0.02339848992280924,-0.0
184,184,184,184,184,2023-09-27,168.4557647705078,171.03553164114703,167.0917606780329,170.62039864934732,66921800,179.99599487304687,0,-0.008897456563976114,-0.0
185,185,185,185,185,2023-09-28,168.71273803710938,170.03721192481018,165.678293523344,167.3783703364052,56294400,179.5186508178711,0,0.0015254643671687163,0.0
186,186,186,186,186,2023-09-29,169.2267303466797,171.06518493104676,168.36679806748614,170.0273449898337,51861100,179.09047760009764,0,0.0030465530673637886,0.0
187,187,187,187,187,2023-10-02,171.7373046875,172.28093658205415,168.9499639274405,169.23661305458424,52164500,178.73600860595704,0,0.014835566081535356,0.0
188,188,188,188,188,2023-10-03,170.40292358398438,171.61868620307462,168.84123947337378,170.26454593815689,49594600,178.33886138916014,0,-0.007769896621725336,-0.0
189,189,189,189,189,2023-10-04,171.64834594726562,172.19197782627828,168.9895041879398,169.10810929534875,53020300,177.9494470214844,0,0.0073086912893687295,0.0
190,190,190,190,190,2023-10-05,172.88388061523438,173.41761872545223,170.67970163713667,171.77684421895017,48527900,177.56737091064454,0,0.007198057523655654,0.0
191,191,191,191,191,2023-10-06,175.43397521972656,175.9281832590251,171.17388925206592,171.78671747657816,57266700,177.26156616210938,0,0.014750331814725959,0.0
192,192,192,192,192,2023-10-09,176.91659545898438,176.97589800927489,173.76354582426052,174.7618406122257,42390800,176.93388763427734,0,0.008451157977813928,0.0
193,193,193,193,193,2023-10-10,176.3235626220703,177.63815795783916,175.8886570875863,176.03692856454262,43698000,176.582109375,0,-0.0033520475305073294,-0.0
194,194,194,194,194,2023-10-11,177.7172088623047,177.76663268122664,175.5426965680271,176.13573714899445,47551100,176.2747866821289,1,0.00790391380204536,0.0
195,195,195,195,195,2023-10-12,178.61668395996094,180.227791982292,176.96601576479657,177.98409824545533,56743100,176.04527099609376,1,0.005061271800375744,0.005061271800375744
196,196,196,196,196,2023-10-13,176.77822875976562,179.82253713140665,176.07644667980117,179.31845034069394,51427100,175.80682159423827,1,-0.010292740630026609,-0.010292740630026609
197,197,197,197,197,2023-10-16,176.64971923828125,177.00554962273654,174.46531311220224,174.7025383958498,52517000,175.74703063964844,1,-0.0007269533266962558,-0.0007269533266962558
198,198,198,198,198,2023-10-17,175.09791564941406,176.3532083879715,172.77514673671925,174.60370757241088,57549400,175.71819244384767,0,-0.008784636599246332,-0.008784636599246332
199,199,199,199,199,2023-10-18,173.80308532714844,175.52293478970745,173.08154578913502,173.54610256783715,54764400,175.64470275878907,0,-0.0073948928373206435,-0.0
200,200,200,200,200,2023-10-19,173.42750549316406,175.77992569036093,173.16062890788183,174.0007735918687,59302900,175.5954867553711,0,-0.0021609503264997665,-0.0
201,201,201,201,201,2023-10-20,170.87734985351562,173.38791966564807,170.6401246021052,173.27919331067204,64244000,175.49960968017578,0,-0.014704447442732471,-0.0
202,202,202,202,202,2023-10-23,170.9959716796875,171.9942664316387,167.96152725501383,168.93018581492106,55980100,175.40491912841796,0,0.0006941928012902387,0.0
203,203,203,203,203,2023-10-24,171.43089294433594,171.65822442721412,169.4639394511676,171.045411263789,43816600,175.28591400146485,0,0.0025434591258275407,0.0
204,204,204,204,204,2023-10-25,169.1179962158203,171.05528327402416,168.6731969171006,169.88895954662036,57157000,175.16038513183594,0,-0.01349171487584,-0.0
205,205,205,205,205,2023-10-26,164.95677185058594,169.39476582537458,163.75090293239452,168.3964558542296,70625300,174.96902740478515,0,-0.024605449794497414,-0.0
206,206,206,206,206,2023-10-27,166.27134704589844,167.00278034322866,164.8974493569631,164.9765244498122,58499100,174.854765625,0,0.007969210239536118,0.0
207,207,207,207,207,2023-10-30,168.31736755371094,169.18717852998205,166.91381853056686,167.06208999172168,51131000,174.7717379760742,0,0.012305310230317001,0.0
208,208,208,208,208,2023-10-31,168.79185485839844,168.92033872091713,165.95508983700142,167.38830552985596,44846000,174.67151336669923,0,0.0028190038353355096,0.0
209,209,209,209,209,2023-11-01,171.9547576904297,172.2117404582064,168.14934950515965,169.01916053768616,56934900,174.60706878662108,0,0.018738480210935826,0.0
210,210,210,210,210,2023-11-02,175.5130615234375,175.7206204672586,173.42750286114074,173.4868054165182,77334800,174.53689178466797,1,0.020693256068051502,0.0
211,211,211,211,211,2023-11-03,174.60369873046875,174.77174274032964,171.34193765305042,172.22162738228718,79829200,174.54222900390624,1,-0.005181168769295974,-0.005181168769295974
212,212,212,212,212,2023-11-06,177.15382385253906,177.35150406781844,174.16881791314302,174.33684685023218,63841300,174.55448516845703,1,0.014605218220530736,0.014605218220530736
213,213,213,213,213,2023-11-07,179.7138214111328,180.32663456302825,176.89682951103612,177.1043884447924,70530000,174.58670776367188,1,0.014450704494669342,0.014450704494669342
214,214,214,214,214,2023-11-08,180.7714080810547,181.32491864766183,179.48646421884135,180.23767005812115,49340300,174.562392578125,1,0.0058848376914897305,0.0058848376914897305
215,215,215,215,215,2023-11-09,180.2970123291016,181.9871956757889,179.70395654448856,180.84064428465763,53763500,174.4588070678711,1,-0.0026242853169589075,-0.0026242853169589075
216,216,216,216,216,2023-11-10,184.4834899902344,184.65175539538808,181.6430032262288,182.07848170612576,66133400,174.43460174560548,1,0.02321989481162956,0.02321989481162956
217,217,217,217,217,2023-11-13,182.89993286132807,184.1172820619318,182.31600272709323,183.9094496896321,43627500,174.34729370117188,1,-0.008583733584995423,-0.008583733584995423
218,218,218,218,218,2023-11-14,185.51280212402344,186.175911578356,184.3845238566377,185.7701234474964,60108400,174.30749908447265,1,0.01428578579455464,0.01428578579455464
219,219,219,219,219,2023-11-15,186.076904296875,187.55158977984928,185.84927335047647,185.9185608700197,53790500,174.413212890625,1,0.0030407722075938004,0.0030407722075938004
220,220,220,220,220,2023-11-16,187.75946044921875,188.99660829200764,186.7103463929358,187.6209004949025,54412900,174.65833892822266,1,0.009042262169513204,0.009042262169513204
221,221,221,221,221,2023-11-17,187.7396850585937,188.42259316852056,186.63120528706287,188.2939249443592,50922700,174.89081329345703,1,-0.00010532300517773763,-0.00010532300517773763
222,222,222,222,222,2023-11-20,189.4815826416016,189.93685974559065,187.92773262314063,187.9376243703497,46505100,175.1347982788086,1,0.0092782598546719,0.0092782598546719
223,223,223,223,223,2023-11-21,188.67990112304688,189.55085808280583,187.78916067013205,189.441988462836,38134500,175.42324127197264,1,-0.004230920532635962,-0.004230920532635962
224,224,224,224,224,2023-11-22,189.34298706054688,190.94632571731435,188.8679265514864,189.52114419013287,39617700,175.76626098632812,1,0.003514343253061103,0.003514343253061103
225,225,225,225,225,2023-11-24,188.0167999267578,188.9372307617957,187.30420149232032,188.9075404188528,24048300,176.05251190185547,1,-0.007004152381756779,-0.007004152381756779
226,226,226,226,226,2023-11-27,187.838623046875,188.7095799535061,186.95777439426936,187.9672912540552,40552600,176.34963043212892,1,-0.0009476646765194108,-0.0009476646765194108
227,227,227,227,227,2023-11-28,188.4423675537109,189.11538388382388,187.45264920500043,187.8287470101196,38415400,176.6003094482422,1,0.0032141659528948097,0.0032141659528948097
228,228,228,228,228,2023-11-29,187.42295837402344,190.11499348364924,187.02707707633283,188.93722623545,43014200,176.80885528564454,1,-0.005409660220899726,-0.005409660220899726
229,229,229,229,229,2023-11-30,187.9969787597656,188.36318478193425,186.2550800746654,187.888109148078,48794400,177.0996520996094,1,0.0030627004862266993,0.0030627004862266993
230,230,230,230,230,2023-12-01,189.27374267578125,189.5904446947665,187.28439912721964,188.3730953528953,45704800,177.44682250976564,1,0.006791406566417191,0.006791406566417191
231,231,231,231,231,2023-12-04,187.4823455810547,188.0959812462982,185.5227074160739,188.0266937107449,43389500,177.74116485595704,1,-0.00946458325070032,-0.00946458325070032
232,232,232,232,232,2023-12-05,191.4313201904297,192.40123993854127,188.22462732075607,188.25433276481263,66628400,178.08898468017577,1,0.021063181160530853,0.021063181160530853
233,233,233,233,233,2023-12-06,190.34263610839844,192.7575361433548,190.1347886146608,192.45072587794945,41089700,178.4964764404297,1,-0.005687073990547908,-0.005687073990547908
234,234,234,234,234,2023-12-07,192.2725982666016,192.9950884718347,191.59958189996595,191.6391790931292,47477700,178.97281311035155,1,0.010139410684131045,0.010139410684131045
235,235,235,235,235,2023-12-08,193.69778442382807,193.9749043529612,191.67875053796885,192.20330005396383,53406400,179.47251403808593,1,0.00741232068466835,0.00741232068466835
236,236,236,236,236,2023-12-11,191.1937866210937,191.5006120000344,189.4518877342921,191.12451418849048,60943700,179.91185516357422,1,-0.012927343542843084,-0.012927343542843084
237,237,237,237,237,2023-12-12,192.7080535888672,192.71794533501543,189.748790485074,191.09480795445688,52696900,180.33127014160155,1,0.00792006369314957,0.00792006369314957
238,238,238,238,238,2023-12-13,195.9246520996093,195.96423418895137,192.8466274130704,193.0841501529296,70404200,180.84170471191408,1,0.016691562448160946,0.016691562448160946
239,239,239,239,239,2023-12-14,196.07310485839844,197.567574144968,194.14315707722483,195.98403383047588,66831600,181.33019989013673,1,0.0007577033170571568,0.0007577033170571568
240,240,240,240,240,2023-12-15,195.5386657714844,196.36011872958807,194.9745190512041,195.4990685795855,128538400,181.78329559326173,1,-0.002725713387871309,-0.002725713387871309
241,241,241,241,241,2023-12-18,193.8759002685547,194.60829718334296,192.39132294807408,194.0738408909052,55751900,182.15213409423828,1,-0.008503512573175165,-0.008503512573175165
242,242,242,242,242,2023-12-19,194.9151153564453,194.92500710230044,193.87590816937887,194.14313632648785,40714100,182.5121044921875,1,0.005360207671253114,0.005360207671253114
243,243,243,243,243,2023-12-20,192.82684326171875,195.64753172216425,192.82684326171875,194.8755525559872,52242800,182.84217010498048,1,-0.010713751424088924,-0.010713751424088924
244,244,244,244,244,2023-12-21,192.6783599853516,195.0536930723937,191.5104995881977,194.08377332368417,46482500,183.1413931274414,1,-0.0007700342641902003,-0.0007700342641902003
245,245,245,245,245,2023-12-22,191.6094512939453,193.4008388358449,190.9859239896969,193.1731927744169,37149600,183.4012484741211,1,-0.00554763228983024,-0.00554763228983024
246,246,246,246,246,2023-12-26,191.0651397705078,191.8964996004414,190.8474005147769,191.6193796571302,28919300,183.68698669433593,1,-0.002840734210978302,-0.002840734210978302
247,247,247,247,247,2023-12-27,191.16409301757807,191.5105004803971,189.1252756354868,190.5108903848591,48087700,183.97727416992188,1,0.0005179031988207239,0.0005179031988207239
248,248,248,248,248,2023-12-28,191.5896759033203,192.65857351066376,191.1838877640513,192.1439157511496,34049900,184.307109375,1,0.002226270001987718,0.002226270001987718
249,249,249,249,249,2023-12-29,190.5504913330078,192.40125999570787,189.75871355527508,191.90640077236304,42672100,184.6420574951172,1,-0.005424011316961019,-0.005424011316961019
250,250,250,250,250,2024-01-02,183.73130798339844,186.5025222946912,181.9993009265784,185.2257772071696,82488700,184.84813354492186,0,-0.035786752906829866,-0.035786752906829866
251,251,251,251,251,2024-01-03,182.3555908203125,183.96883642924203,181.5440145919006,182.32590048043423,58414500,185.0776983642578,0,-0.007487657809578385,-0.0
252,252,252,252,252,2024-01-04,180.03965759277344,181.2075179249861,179.0202489631632,180.2771803169373,71983600,185.25857208251952,0,-0.012700094453485189,-0.0
253,253,253,253,253,2024-01-05,179.317138671875,180.8808952614232,178.31752871293088,180.1188231104021,62379700,185.4162969970703,0,-0.0040131098367931495,-0.0
254,254,254,254,254,2024-01-08,183.65213012695312,183.6917273170526,179.63387614033877,180.21780632812883,59144500,185.70697967529296,0,0.024174997923709585,0.0
255,255,255,255,255,2024-01-09,183.23643493652344,183.24632668227045,180.8512103460259,182.0289774717032,42841800,186.07257293701173,0,-0.00226349234360812,-0.0
256,256,256,256,256,2024-01-10,184.27566528320312,184.48349768333688,182.029000360176,182.4545871112419,46792900,186.4326593017578,0,0.005671526773808333,0.0
257,257,257,257,257,2024-01-11,183.6818389892578,185.12683453552387,181.7320924826033,184.6220684732307,49128400,186.73994873046874,0,-0.0032224889435764625,-0.0
258,258,258,258,258,2024-01-12,184.00840759277344,184.819983773012,183.28591752878404,184.1469675379481,40477800,187.04427978515625,0,0.0017779036039307083,0.0
259,259,259,259,259,2024-01-16,181.74197387695312,182.36548612847807,179.0697224204938,180.28708678689063,65603000,187.24002410888673,0,-0.012317011735877403,-0.0
260,260,260,260,260,2024-01-17,180.80172729492188,181.04915686376333,178.44620806884475,179.40623600410183,47317400,187.3457974243164,0,-0.0051735246513160416,-0.0
261,261,261,261,261,2024-01-18,186.6905517578125,187.1953026108584,183.9193377349905,184.17665903424705,78005800,187.58753448486328,0,0.032570620596366506,0.0
262,262,262,262,262,2024-01-19,189.5904541015625,189.97644367310733,186.8786353534436,187.3833863002625,68903000,187.83626708984374,1,0.015533203563038,0.0
263,263,263,263,263,2024-01-22,191.896484375,193.32168117146784,190.2832386815117,190.32283587135973,60133900,188.0799203491211,1,0.012163219315895368,0.012163219315895368
264,264,264,264,264,2024-01-23,193.17320251464844,193.7373491711095,191.83709192633376,193.01485907067703,42355600,188.32795623779296,1,0.0066531606548534405,0.0066531606548534405
265,265,265,265,265,2024-01-24,192.50021362304688,194.3608889009584,192.34185506707504,193.41075266703035,53631300,188.57202026367187,1,-0.003483862579492736,-0.003483862579492736
266,266,266,266,266,2024-01-25,192.173583984375,194.251998276528,191.1244850928336,193.2127911304515,54822100,188.7258221435547,1,-0.00169677546078717,-0.00169677546078717
267,267,267,267,267,2024-01-26,190.4416046142578,192.75754194727924,189.9665440310004,192.2725896171282,44594000,188.87665557861328,1,-0.009012577765412422,-0.009012577765412422
268,268,268,268,268,2024-01-29,189.7586975097656,190.22386634852867,187.63080907007364,190.03581744325376,47145600,188.96157348632812,1,-0.0035859134135918236,-0.0035859134135918236
269,269,269,269,269,2024-01-30,186.1066436767578,189.82799457367844,185.5425120345168,188.97683613469167,55859400,188.96216827392578,0,-0.019245778353953136,-0.019245778353953136
270,270,270,270,270,2024-01-31,182.50405883789065,185.1763104810857,182.4545850016048,185.11691469411625,55467800,188.85706024169923,0,-0.01935763693167436,-0.0
271,271,271,271,271,2024-02-01,184.93878173828125,185.0278527702626,181.93004443231115,182.09829474891072,64885400,188.80104217529296,0,0.01334065070055912,0.0
272,272,272,272,272,2024-02-02,183.9391632080078,185.40394215196616,177.40701599262258,178.01074479617154,102551700,188.69019378662108,0,-0.005405132016539693,-0.0
273,273,273,273,273,2024-02-05,185.75035095214844,187.30421616342247,183.929272633458,186.2155198305614,69668800,188.63160278320314,0,0.00984666730321293,0.0
274,274,274,274,274,2024-02-06,187.3536529541016,187.3635446991359,184.84966718743948,184.9387381984509,43490800,188.59181610107422,0,0.008631488412994548,0.0
275,275,275,275,275,2024-02-07,187.4625396728516,189.0856770188276,186.6707620426896,188.67988890685805,53439000,188.58073089599608,0,0.0005811827900503719,0.0
276,276,276,276,276,2024-02-08,186.38375854492188,187.5912009839088,185.42373058041275,187.44274927884152,40962000,188.55163360595702,0,-0.005754649061152861,-0.0
277,277,277,277,277,2024-02-09,187.1468200683593,188.27653811843788,186.30447993507684,186.9486117161699,45155200,188.52572265625,0,0.004094034423356208,0.0
278,278,278,278,278,2024-02-12,185.46212768554688,186.96842336096995,185.1053738445565,186.7206780580925,41781900,188.48650604248047,0,-0.009001982412509268,-0.0
279,279,279,279,279,2024-02-13,183.3711700439453,184.5306314522637,181.8549698898973,184.09459726813964,56529500,188.39398986816406,0,-0.011274310651427477,-0.0
280,280,280,280,280,2024-02-14,182.4892120361328,183.8567711565096,180.79464237244247,183.6486735380374,54630500,188.2582992553711,0,-0.0048096874094283315,-0.0
281,281,281,281,281,2024-02-15,182.2017974853516,182.826120457678,179.71444020641266,181.89459574378543,65434500,188.15268829345703,0,-0.001574967350531975,-0.0
282,282,282,282,282,2024-02-16,180.6657867431641,183.1828875508429,180.03155935687485,181.76577652013776,49752500,187.93737762451173,0,-0.008430272167380681,-0.0
283,283,283,283,283,2024-02-20,179.9225616455078,180.7847105340753,178.3766332434525,180.15048310961225,53665600,187.7289761352539,0,-0.0041138120894624874,-0.0
284,284,284,284,284,2024-02-21,180.6756896972656,181.24054108716464,179.03065736673128,180.29911202321813,41371400,187.4970379638672,0,0.0041858455374910175,0.0
285,285,285,285,285,2024-02-22,182.70718383789065,183.29187418944448,180.8144213951088,181.825211247954,52292200,187.27722595214843,0,0.011243870960332192,0.0
286,286,286,286,286,2024-02-23,180.8739013671875,183.3711632214272,180.58650833781007,183.3414349937225,45119700,187.07082824707032,0,-0.010033992272190928,-0.0
287,287,287,287,287,2024-02-26,179.52615356445312,181.11171437415507,179.0207434868858,180.59641504961763,40867400,186.80719024658202,0,-0.007451311618464795,-0.0
288,288,288,288,288,2024-02-27,180.98292541503903,182.2612846793882,177.94060546909574,179.46672518750103,54318900,186.50835571289062,0,0.008114538309109909,0.0
289,289,289,289,289,2024-02-28,179.78379821777344,181.46846314665845,178.50543918901624,180.8639640409864,48953900,186.18256958007814,0,-0.0066256371672394065,-0.0
290,290,290,290,290,2024-02-29,179.119873046875,180.9234663019701,177.9108746304469,179.63518756564144,136682600,185.85419372558593,0,-0.003692908802016892,-0.0
291,291,291,291,291,2024-03-01,178.03968811035156,178.90183692569337,175.78025215753124,177.93067957222544,73563100,185.53746948242187,0,-0.006030514192251313,-0.0
292,292,292,292,292,2024-03-04,173.52081298828125,175.30456703921072,172.22261492332544,174.56133114426578,81510100,185.1095834350586,0,-0.02538127970247539,-0.0
293,293,293,293,293,2024-03-05,168.58570861816406,170.48839061409436,168.09021804252058,169.21993595014084,95132400,184.6247607421875,0,-0.028440993821591154,-0.0
294,294,294,294,294,2024-03-06,167.59474182128906,169.69563232435493,167.15870765798908,169.5172478388351,68587700,184.12308837890626,0,-0.005878118643612207,-0.0
295,295,295,295,295,2024-03-07,167.47581481933594,169.1902079797121,166.97041987504164,167.62445594378354,71765100,183.64041564941405,0,-0.0007096105800260544,-0.0
296,296,296,296,296,2024-03-08,169.1902313232422,172.13344696276567,167.41638146834518,167.47583792632756,76267000,183.20291748046876,0,0.010236800494182852,0.0
297,297,297,297,297,2024-03-11,171.19200134277344,172.8073055285168,170.49831753088682,171.3802901891083,60139500,182.80347564697266,0,0.011831475161865779,0.0
298,298,298,298,298,2024-03-12,171.6676788330078,172.4604668624585,169.4676992338398,171.58839851794536,59825400,182.4050357055664,0,0.002778619833305962,0.0
299,299,299,299,299,2024-03-13,169.5866241455078,171.62804307697533,169.21995080494636,171.21183277143888,52488700,181.9857583618164,0,-0.01212257718894405,-0.0
300,300,300,300,300,2024-03-14,171.43975830078125,172.73794133442243,170.49832912625453,171.35057361629617,72913500,181.73992736816408,0,0.010927360365894367,0.0
301,301,301,301,301,2024-03-15,171.0631866455078,171.0631866455078,168.75419840900892,169.6262667891251,121752700,181.51407928466796,0,-0.0021965246510250447,-0.0
302,302,302,302,302,2024-03-18,172.15325927734375,176.107279800922,171.95506605696912,173.98658058844927,75604200,181.35635131835937,0,0.0063723390941785585,0.0
303,303,303,303,303,2024-03-19,174.49197387695312,175.01719271038215,171.46947815172825,172.76766112194616,55215200,181.25984802246094,0,0.013585073029849681,0.0
304,304,304,304,304,2024-03-20,177.05860900878906,177.05860900878906,173.51089450186836,174.1352174960067,53423100,181.12797760009767,0,0.0147091873328562,0.0
305,305,305,305,305,2024-03-21,169.82443237304688,175.88924720546055,169.2992135808601,175.4532130863986,106181300,180.85973754882812,0,-0.040857525517909665,-0.0
306,306,306,306,306,2024-03-22,170.72622680664062,171.48928650593083,168.52624750200687,170.21091238831212,71160100,180.58874877929688,0,0.0053101572076084125,0.0
307,307,307,307,307,2024-03-25,169.30914306640625,170.3893089389317,167.92176032191367,169.03166954174233,54288300,180.30129486083985,0,-0.00830032834872707,-0.0
308,308,308,308,308,2024-03-26,168.179443359375,169.8740129173693,168.05061095138228,168.46682128354186,57388400,179.98471557617188,0,-0.0066724081557022474,-0.0
309,309,309,309,309,2024-03-27,171.74696350097656,172.0343565405087,168.57582642397568,168.87312383270142,60273300,179.78481536865235,0,0.02121258145669014,0.0
310,310,310,310,310,2024-03-28,169.93345642089844,170.67669234048742,168.97220342186947,170.20102558587905,65672700,179.56744995117188,0,-0.010559179872008717,-0.0
311,311,311,311,311,2024-04-01,168.49655151367188,169.70554992575666,167.9515087670476,169.64609346633853,46240500,179.20356994628906,0,-0.008455691642424878,-0.0
312,312,312,312,312,2024-04-02,167.31727600097656,167.81276664190898,166.71277681419204,167.5551169522469,49329500,178.75810638427734,0,-0.006998810967354552,-0.0
313,313,313,313,313,2024-04-03,168.1199493408203,169.14065873561202,167.05960735256843,167.26770493028647,47691700,178.28257568359376,0,0.004797312979438306,0.0
314,314,314,314,314,2024-04-04,167.29745483398438,170.3694875068381,167.29745483398438,168.7541832986243,53704400,177.76506072998046,0,-0.004892307605735335,-0.0
315,315,315,315,315,2024-04-05,168.0506134033203,168.85330584999502,167.4262903353845,168.06051777285862,42104800,177.27606872558593,0,0.004501912895706228,0.0
316,316,316,316,316,2024-04-08,166.93080139160156,167.67403738632925,166.72270378093583,167.50557237539863,37425500,176.77121307373048,0,-0.0066635401623391655,-0.0
317,317,317,317,317,2024-04-09,168.13978576660156,168.5460917055098,166.83169838821917,167.17853275073267,42373800,176.32517669677733,0,0.007242428389017563,0.0
318,318,318,318,318,2024-04-10,166.266845703125,167.56502882108228,165.60289002910008,167.27765088979615,49709300,175.85533966064452,0,-0.01113918430987193,-0.0
319,319,319,319,319,2024-04-11,173.4613494873047,173.87757491447604,166.64340884278624,166.8217782077108,91070300,175.60243377685546,0,0.04327082620563871,0.0
320,320,320,320,320,2024-04-12,174.957763671875,176.75143752987137,172.6388708981507,172.68840786964623,101670900,175.45150787353515,0,0.008626787402457259,0.0
321,321,321,321,321,2024-04-15,171.13253784179688,175.03700600653332,170.94424900321735,173.7784557074799,73531800,175.17538299560547,0,-0.0218637101309328,-0.0
322,322,322,322,322,2024-04-16,167.85240173339844,172.19288913903023,166.7524119884344,170.20102235595408,73711200,174.85364776611328,0,-0.019167226465318654,-0.0
323,323,323,323,323,2024-04-17,166.48483276367188,169.1109267558204,166.48483276367188,168.08031301583728,50901200,174.46833740234376,0,-0.008147449518766448,-0.0
324,324,324,324,324,2024-04-18,165.53350830078125,167.11908441586118,165.04793714543356,166.5145852231191,43122900,174.03193450927733,0,-0.005714180968311111,-0.0
325,325,325,325,325,2024-04-19,163.51190185546875,164.89926951971245,162.6002009445124,164.7109957890585,68149400,173.55292175292968,0,-0.012212672020695425,-0.0
326,326,326,326,326,2024-04-22,164.34432983398438,165.75152141981465,163.28398774037723,164.0272236912775,48116400,173.11213317871093,0,0.005090932030448858,0.0
327,327,327,327,327,2024-04-23,165.39476013183594,165.54341638804536,163.43262154349364,163.85875133255257,49537800,172.67709197998047,0,0.006391643075928988,0.0
328,328,328,328,328,2024-04-24,167.49566650390625,167.77314006308927,164.71101142134987,165.03802194946388,48251800,172.31776275634766,0,0.012702375639927599,0.0
329,329,329,329,329,2024-04-25,168.35780334472656,169.07131105182287,166.63349053238153,168.0010494911784,50558300,172.01749542236328,0,0.005147218783718266,0.0
330,330,330,330,330,2024-04-26,167.77313232421875,169.79472746518425,167.65420428921547,168.34790327634968,44838400,171.723173828125,0,-0.003472788364378032,-0.0
331,331,331,331,331,2024-04-29,171.9352264404297,174.4424074952563,171.5388400360099,171.80639405446584,68169400,171.51784240722657,1,0.02480787035773857,0.0
332,332,332,332,332,2024-04-30,168.79383850097656,173.41181476528868,168.46681287321124,171.76678225756265,65934800,171.2804034423828,0,-0.01827076396436722,-0.01827076396436722
333,333,333,333,333,2024-05-01,167.77313232421875,171.1523820898212,167.58484346320657,168.05060587060277,50383100,171.03741485595702,0,-0.006047058268373373,-0.0
334,334,334,334,334,2024-05-02,171.469482421875,171.8559644998941,169.34878317714927,170.95416794412498,94214900,170.85329071044922,1,0.022031835768036467,0.0
335,335,335,335,335,2024-05-03,181.7261657714844,185.3135134388507,181.012657985983,184.9666639160297,163224100,170.8336703491211,1,0.059816377846026114,0.059816377846026114
336,336,336,336,336,2024-05-06,180.07119750976562,182.53873097916653,178.79282331517493,180.7054248623681,78569700,170.81761627197267,1,-0.009106934351984619,-0.009106934351984619
337,337,337,337,337,2024-05-07,180.7549591064453,183.2324120279765,179.68471275097576,181.7954923577229,77305800,170.8421923828125,1,0.003797173596530312,0.003797173596530312
338,338,338,338,338,2024-05-08,181.09190368652344,181.41892928578648,179.81352951475225,181.20091221961115,45057100,170.84437194824218,1,0.001864095910528718,0.001864095910528718
339,339,339,339,339,2024-05-09,182.90542602539065,182.99461071341904,180.46760537105857,180.9135439323752,48983000,170.90680450439453,1,0.0100143755847113,0.0100143755847113
340,340,340,340,340,2024-05-10,181.6451416015625,183.669478466616,180.7322041807201,183.48093424482693,50759500,170.95730987548828,1,-0.006890361052783622,-0.006890361052783622
341,341,341,341,341,2024-05-13,184.850341796875,185.66405574980115,183.20307828852305,184.0167922414492,72044800,171.09352294921874,1,0.017645394570161788,0.017645394570161788
342,342,342,342,342,2024-05-14,185.9915313720703,186.8548647149755,184.8602810891409,186.07091921634225,52393600,171.34293731689453,1,0.006173586503017248,0.006173586503017248
343,343,343,343,343,2024-05-15,188.26397705078125,189.18683240943687,185.9320062923224,186.4678704903736,70400000,171.73650268554687,1,0.012218006174512297,0.012218006174512297
344,344,344,344,344,2024-05-16,188.383041381836,189.6333810173086,188.2044300863017,189.00821119957223,52845200,172.1522686767578,1,0.0006324328898175136,0.0006324328898175136
345,345,345,345,345,2024-05-17,188.4127960205078,189.34558420614056,187.7280891548122,188.05555831413108,41282900,172.57100830078124,1,0.0001579475437574196,0.0001579475437574196
346,346,346,346,346,2024-05-20,189.5738220214844,190.44707314635468,187.5594028379898,187.87695420764547,44361300,172.97868011474608,1,0.006162139862571747,0.006162139862571747
347,347,347,347,347,2024-05-21,190.873779296875,191.2508526180576,189.4547462309282,189.62343971650407,42309400,173.37231567382813,1,0.006857261522338565,0.006857261522338565
348,348,348,348,348,2024-05-22,189.4349060058593,191.3401840301744,188.8097513226368,190.79440205142183,34648500,173.72766021728515,1,-0.007538349669169442,-0.007538349669169442
349,349,349,349,349,2024-05-23,185.44577026367188,189.5341459487459,185.19768892080705,189.51429520164533,51005900,174.04484313964844,1,-0.02105808177751589,-0.02105808177751589
350,350,350,350,350,2024-05-24,188.52197265625,189.11737394472448,186.59685898409072,187.37088671578107,36327000,174.3864874267578,1,0.016588150747274044,0.016588150747274044
